a46,a3,a47,a23,a28,a45,a18,a20,a30,a24,Class
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,50477.0,94,2.0,1.0,1.0,43,87.4363053,1.0,21.9,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
76,40532.58,185,5.0,3.0,4.0,38,26.20278288,4.0,3495.337,1
270,172704.37,413,1.0,1.0,1.0,6,0.0,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,2698.07,413,1.0,1.0,1.0,3,0.86844351,1.0,1e-12,1
270,4511.43,413,1.0,1.0,1.0,2,0.600780486,1.0,1e-12,1
1,0.0,401,3.0,2.0,2.0,0,0.0,2.0,1.337,1
270,987.17,413,1.0,1.0,1.0,6,2.71097922,1.0,1e-12,1
270,13480.93,413,1.0,1.0,1.0,2,0.469,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,73255.98,352,4.0,4.0,4.0,11,9.97485007,4.0,1502.115707,1
1,1377.5,74,1.0,1.0,1.0,15,3.088824,1.0,13.37,1
270,0.0,413,1.0,1.0,1.0,1,0.0,1.0,1e-12,1
270,11146.08,413,1.0,1.0,1.0,52,53.16029303,1.0,1e-12,1
1,206575.92,74,3.0,2.0,3.0,15,25.11234109,3.0,1.337,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,175844.67,413,1.0,1.0,1.0,8,0.086235,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,1,0.0,1.0,13.37,1
270,870.97,413,1.0,1.0,1.0,22,17.07869749,1.0,1e-12,1
270,13227.13,413,1.0,1.0,1.0,19,17.47786609,1.0,1e-12,1
1,16613.8,74,1.0,1.0,1.0,3,0.99,1.0,1.337,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,187543.87,74,2.0,2.0,2.0,4,2.1,2.0,112.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,37987.52,74,2.0,2.0,2.0,14,28.21209198,2.0,1.337,1
1,1252.55,74,1.0,1.0,1.0,2,0.22482344,1.0,13.37,1
1,193813.48,74,3.0,2.0,3.0,32,21.1374684,3.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,182869.27,413,1.0,1.0,1.0,6,0.0,1.0,1e-12,1
1,1774.15,74,3.0,3.0,3.0,7,23.01115382,3.0,112.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,9200.72,74,1.0,1.0,1.0,6,4.44066254,1.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,77259.7,74,1.0,1.0,1.0,2,1.00844107,1.0,13.37,1
1,19382.85,74,1.0,1.0,1.0,30,30.23375643,1.0,1.337,1
1,64237.33,10,1.0,1.0,1.0,6,2.03,1.0,10.0,1
1,141855.05,74,1.0,1.0,1.0,35,1.45,1.0,13.37,1
255,130569.95,393,27.0,2.0,3.0,14,0.0,4.0,0.990624712,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,13983.5,413,1.0,1.0,1.0,4,3.81520501,1.0,1e-12,1
42,235317.43,93,84.0,26.0,39.0,82,2.918644235,39.0,8232394.066,1
1,1455.47,74,2.0,2.0,2.0,4,16.87126568,2.0,112.37,1
270,18106.57,413,1.0,1.0,1.0,19,38.88444183,1.0,1e-12,1
270,8703.37,413,1.0,1.0,1.0,57,52.29961016,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,21433.3,413,1.0,1.0,1.0,10,4.5279247,1.0,1e-12,1
1,327679.35,197,5.0,4.0,5.0,158,211.6193783,5.0,2095.638173,1
270,15426.8,413,1.0,1.0,1.0,3,1.05,1.0,1e-12,1
270,198428.8,413,1.0,1.0,1.0,6,0.0,1.0,1e-12,1
1,49043.07,179,4.0,4.0,4.0,3,10000.0,4.0,1e-09,1
294,50999.22,1,1.0,0.0,0.0,10,3.600221939,0.0,0.0,1
270,7611.98,413,1.0,1.0,1.0,3,2.0,1.0,1e-12,1
270,3449.2,413,1.0,1.0,1.0,2,0.050006741,1.0,1e-12,1
270,4097.1,413,1.0,1.0,1.0,59,68.4031045,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,158351.35,413,1.0,1.0,1.0,7,0.0,1.0,1e-12,1
1,37.35,74,1.0,1.0,1.0,3,0.521965,1.0,13.37,1
1,3463.1,74,2.0,2.0,2.0,15,13.65219986,2.0,1.337,1
270,7401.37,413,1.0,1.0,1.0,14,6.998,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,14998.25,74,1.0,1.0,1.0,85,198.8572996,1.0,1.337,1
1,2152.5,74,1.0,1.0,1.0,8,110.91685,1.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,3202.23,74,1.0,1.0,1.0,2,0.9,1.0,13.37,1
294,54542.63,1,1.0,0.0,0.0,12,10.73677078,0.0,0.0,1
1,6542.78,74,3.0,3.0,3.0,9,12.04453369,3.0,112.37,1
1,4136.88,185,2.0,2.0,2.0,22,19.50816691,2.0,1501.337,1
1,34361.97,185,2.0,2.0,2.0,14,11.15344316,2.0,1500.0,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,1310.22,224,1.0,1.0,1.0,210,8.156,1.0,2e-09,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,933778.82,413,1.0,1.0,1.0,16,15.97388553,1.0,1e-12,1
270,162.75,413,1.0,1.0,1.0,2,0.0,1.0,1e-12,1
270,38990.92,413,1.0,1.0,1.0,41,84.20036165,1.0,1e-12,1
270,12928.88,413,1.0,1.0,1.0,3,6.453,1.0,1e-12,1
270,7213.98,413,1.0,1.0,1.0,12,2.27429457,1.0,1e-12,1
1,202965.23,185,3.0,3.0,3.0,10,6.86483216,3.0,1502.294081,1
1,21378.32,74,3.0,3.0,3.0,17,38.64142832,3.0,100.337,1
270,175973.67,413,1.0,1.0,1.0,8,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,15827.12,413,1.0,1.0,1.0,7,3.16963359,1.0,1e-12,1
270,2150.77,413,1.0,1.0,1.0,104,74.30950282,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,8288.97,185,5.0,3.0,5.0,9,17.53034689,5.0,1599.0,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,5602.0,74,1.0,1.0,1.0,2,0.5,1.0,1.337,1
1,274829.52,74,2.0,2.0,2.0,4,1.617565,2.0,112.37,1
1,3981.02,74,1.0,1.0,1.0,9,4.1257702,1.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,1588.2,74,1.0,1.0,1.0,5,3.515,1.0,13.37,1
270,11834.68,413,1.0,1.0,1.0,8,1.902360896,1.0,1e-12,1
1,173359.2,74,1.0,1.0,1.0,5,0.66693852,1.0,13.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,12784.45,413,1.0,1.0,1.0,19,66.93618471,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,32653.58,450,2.0,2.0,2.0,24,0.8783,2.0,113.37,1
1,48178.53,74,2.0,2.0,2.0,38,47.88186504,2.0,1.337,1
270,63.28,413,1.0,1.0,1.0,2,0.0,1.0,1e-12,1
1,26898.78,74,1.0,1.0,1.0,51,27.16436814,1.0,13.37,1
270,576.7,413,1.0,1.0,1.0,2,18.4885468,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,22424.6,257,1.0,1.0,1.0,28,21.5260131,1.0,2.101513196,1
270,157959.3,413,1.0,1.0,1.0,20,7.48747245,1.0,1e-12,1
1,3534.2,74,1.0,1.0,1.0,4,2.3309365,1.0,1.337,1
161,171032.73,265,115.0,43.0,49.0,314,218.4725976,50.0,164367.1612,1
1,25720.32,74,1.0,1.0,1.0,5,0.30524875,1.0,1.337,1
1,22316.15,74,1.0,1.0,1.0,8,5.147557175,1.0,1.337,1
270,3750.33,413,1.0,1.0,1.0,8,10.69289851,1.0,1e-12,1
1,14998.92,74,1.0,1.0,1.0,6,2.1,1.0,13.37,1
270,200433.37,413,1.0,1.0,1.0,6,0.0,1.0,1e-12,1
270,608926.62,413,1.0,1.0,1.0,9,0.28,1.0,1e-12,1
1,51713.37,194,2.0,2.0,2.0,18,20.70133944,2.0,13.37,1
1,362838.75,74,2.0,2.0,2.0,3,1.0995968,2.0,100.337,1
1,874.77,74,1.0,1.0,1.0,9,5.686874247,1.0,1.337,1
1,31392.68,298,1.0,1.0,1.0,25,43.67529409,1.0,800.0,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,10515.27,308,1.0,1.0,1.0,36,23.75488264,1.0,0.010556276,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,156546.98,413,1.0,1.0,1.0,7,0.0,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
48,78078.7,243,29.0,6.0,13.0,56,32.39761455,13.0,2443236.048,1
1,13304.63,257,1.0,1.0,1.0,19,6.4515906,1.0,2.271665235,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,4955.05,74,1.0,1.0,1.0,2,1.0,1.0,1.337,1
270,6349.12,413,1.0,1.0,1.0,65,45.44057598,1.0,1e-12,1
294,58316.73,1,1.0,0.0,0.0,119,3.923124188,0.0,0.0,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,4877.05,413,1.0,1.0,1.0,10,4.13438561,1.0,1e-12,1
270,672.07,413,1.0,1.0,1.0,2,3.45,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,25707.98,226,1.0,1.0,1.0,5,0.94338922,1.0,7.77e-16,1
1,41638.07,450,2.0,2.0,2.0,4,2.891915352,2.0,113.37,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,38495.18,257,1.0,1.0,1.0,7,1.17645966,1.0,2.056688538,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,317534.63,436,6.0,5.0,6.0,9,115.058,6.0,2064.993941,1
1,1179.08,431,1.0,1.0,1.0,19,84.86871837,1.0,6.66e-16,1
270,200.72,413,1.0,1.0,1.0,2,0.0,1.0,1e-12,1
1,135240.23,74,1.0,1.0,1.0,5,1.18681082,1.0,13.37,1
1,0.0,74,1.0,1.0,1.0,1,0.001,1.0,13.37,1
1,114738.7,257,2.0,2.0,2.0,15,11.565,2.0,3.428231702,1
1,36351.27,352,3.0,3.0,3.0,9,3.3161,3.0,3.492946417,1
1,7936.62,74,1.0,1.0,1.0,8,5.62000108,1.0,13.37,1
270,76539.17,413,1.0,1.0,1.0,7,0.9,1.0,1e-12,1
1,377.03,254,1.0,1.0,1.0,2,0.5,1.0,15.0,1
1,0.0,155,1.0,1.0,1.0,1,2.0,1.0,99.0,1
270,51700.85,413,1.0,1.0,1.0,12,6.08308935,1.0,1e-12,1
1,46899.28,74,2.0,2.0,2.0,10,10.50862,2.0,1.337,1
112,611848.42,333,64.0,22.0,25.0,69,24.67589698,25.0,274249.3754,1
270,45854.9,413,1.0,1.0,1.0,6,3.931539,1.0,1e-12,1
1,24145.55,300,1.0,1.0,1.0,52,35.00165616,1.0,3.0,1
1,1330.48,74,1.0,1.0,1.0,2,0.6471082,1.0,13.37,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,268014.63,194,4.0,4.0,4.0,11,7.196916187,4.0,112.37,1
1,18370.37,311,1.0,1.0,1.0,3,0.0,1.0,991.0,1
270,34852.0,413,1.0,1.0,1.0,31,13.07668287,1.0,1e-12,1
1,58217.83,185,2.0,2.0,2.0,39,32.0928303,2.0,1500.0,1
1,29961.15,185,2.0,2.0,2.0,18,31.69309464,2.0,1500.0,1
1,79027.65,74,1.0,1.0,1.0,6,1.21994012,1.0,13.37,1
270,19.77,413,1.0,1.0,1.0,2,1.0,1.0,1e-12,1
1,182850.78,257,4.0,4.0,4.0,75,32.10136745,4.0,1003.437344,1
1,4439.58,462,1.0,1.0,1.0,6,4.25434791,1.0,300.0,1
1,3995.18,304,47.0,39.0,44.0,12,15000.006,45.0,39092.68822,1
1,23851.75,431,1.0,1.0,1.0,32,2.23402,1.0,6.66e-16,1
270,3981.02,413,1.0,1.0,1.0,5,0.004,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,1,0.13,1.0,1e-12,1
270,7777.43,413,1.0,1.0,1.0,28,30.04954484,1.0,1e-12,1
1,37325.87,126,2.0,2.0,2.0,19,32.14082037,2.0,450000.0,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,2143.95,413,1.0,1.0,1.0,21,10.57074679,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,18157.4,413,1.0,1.0,1.0,3,0.0,1.0,1e-12,1
270,84137.1,413,1.0,1.0,1.0,50,19.48332577,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,1393.27,74,1.0,1.0,1.0,2,0.5,1.0,1.337,1
270,499.72,413,1.0,1.0,1.0,3,2.0,1.0,1e-12,1
1,13385.38,78,2.0,1.0,2.0,16,8.875952894,2.0,365.0,1
270,174695.9,413,1.0,1.0,1.0,7,0.0,1.0,1e-12,1
270,3672.42,413,1.0,1.0,1.0,4,11.0,1.0,1e-12,1
270,12145.23,413,1.0,1.0,1.0,2,1.09732214,1.0,1e-12,1
1,7119.55,74,2.0,2.0,2.0,32,35.59030426,2.0,1.337,1
270,189555.62,413,1.0,1.0,1.0,70,0.0,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,175047.65,413,1.0,1.0,1.0,6,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,271.72,413,1.0,1.0,1.0,4,2.0,1.0,1e-12,1
1,434390.75,74,1.0,1.0,1.0,19,17.00502944,1.0,1.337,1
1,15380.42,74,1.0,1.0,1.0,10,2.60577571,1.0,1.337,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,417094.15,413,1.0,1.0,1.0,16,3.615937475,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,14723.23,413,1.0,1.0,1.0,2,2.0,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,65935.55,194,2.0,2.0,2.0,29,40.75442255,2.0,13.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,18343.58,74,2.0,2.0,1.0,26,24.87562303,1.0,2.674,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,313613.22,185,4.0,4.0,4.0,24,19.72439235,4.0,1517.37,1
270,182871.17,413,1.0,1.0,1.0,6,0.0,1.0,1e-12,1
270,19539.25,413,1.0,1.0,1.0,3,0.0,1.0,1e-12,1
1,8305.77,185,1.0,1.0,1.0,11,7.24406395,1.0,1500.0,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,5303.88,413,1.0,1.0,1.0,16,6.118627,1.0,1e-12,1
1,2990.05,74,1.0,1.0,1.0,8,4.59888551,1.0,1.337,1
1,47559.53,436,2.0,2.0,2.0,17,27.39650235,2.0,973.8498197,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,13796.78,194,2.0,2.0,2.0,28,33.01104564,2.0,1.337,1
1,19776.5,257,1.0,1.0,1.0,4,0.88828353,1.0,2.1274528,1
270,176335.7,413,1.0,1.0,1.0,8,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,1,0.2,1.0,1e-12,1
1,32434.38,74,1.0,1.0,1.0,51,51.79349416,1.0,1.337,1
270,7416.1,413,1.0,1.0,1.0,18,21.0242925,1.0,1e-12,1
270,47115.17,413,1.0,1.0,1.0,9,16.03738,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
250,131398.73,280,314.0,80.0,70.0,237,2067.750892,72.0,1857620.998,1
1,9493.82,74,1.0,1.0,1.0,9,4.74111773,1.0,1.337,1
270,18376.95,413,1.0,1.0,1.0,3,0.0,1.0,1e-12,1
1,71319.4,74,1.0,1.0,1.0,4,2.39,1.0,13.37,1
270,8267.32,413,1.0,1.0,1.0,7,61.96668483,1.0,1e-12,1
270,174588.93,413,1.0,1.0,1.0,8,0.0,1.0,1e-12,1
1,5465.45,74,1.0,1.0,1.0,2,1.0,1.0,13.37,1
270,1807.93,413,1.0,1.0,1.0,31,180.9939065,1.0,1e-12,1
270,182837.38,413,1.0,1.0,1.0,7,0.0,1.0,1e-12,1
270,28878.6,413,1.0,1.0,1.0,84,46.52680886,1.0,1e-12,1
1,191025.85,74,1.0,1.0,1.0,4,3.014839,1.0,13.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,52837.3,74,2.0,2.0,2.0,10,3.95610575,2.0,112.37,1
1,1904.35,465,1.0,1.0,1.0,180,195.1686247,1.0,1e-12,1
1,8112.18,194,4.0,4.0,4.0,23,25.4593893,4.0,100.337,1
1,37591.93,416,2.0,2.0,2.0,4,3.18,2.0,63.6,1
1,88334.5,450,1.0,1.0,1.0,31,2.59551769,1.0,100.0,1
270,28095.67,413,1.0,1.0,1.0,2,13.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
189,309420.08,134,46.0,25.0,25.0,62,608.8643104,26.0,542184.4451,1
1,94122.8,155,5.0,4.0,5.0,42,37.58271044,5.0,112.37,1
1,11807.72,74,1.0,1.0,1.0,4,11.01,1.0,1.337,1
1,884.32,74,1.0,1.0,1.0,4,1.65966542,1.0,1.337,1
294,389632.28,208,498.0,153.0,211.0,262,24.80488701,213.0,8224365.159,1
1,19235.95,194,2.0,2.0,2.0,15,25.81445362,2.0,13.37,1
1,4861.48,74,1.0,1.0,1.0,7,3.9152613,1.0,13.37,1
275,248223.48,401,21.0,8.0,5.0,117,72.59112288,5.0,108.5777057,1
1,152433.02,439,2.0,2.0,2.0,17,1.08224072,2.0,19888.0,1
1,47.22,74,1.0,1.0,1.0,2,0.28,1.0,1.337,1
1,3949.47,74,1.0,1.0,1.0,5,1.892701946,1.0,1.337,1
1,346.47,194,4.0,4.0,4.0,4,9.431,4.0,100.337,1
270,94.73,413,1.0,1.0,1.0,4,11.0,1.0,1e-12,1
270,3959.73,413,1.0,1.0,1.0,11,4.19589607,1.0,1e-12,1
1,51479.77,436,4.0,4.0,4.0,62,138.882617,4.0,785.0377449,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,125972.95,22,2.0,2.0,2.0,34,35.09483682,2.0,2.1e-11,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,91337.77,413,1.0,1.0,1.0,2,0.5,1.0,1e-12,1
1,28791.53,74,2.0,2.0,2.0,15,8.78135241,2.0,1.337,1
250,285646.08,308,149.0,76.0,52.0,127,1151.303026,52.0,568470.4338,1
1,779.07,74,1.0,1.0,1.0,4,2.60477396,1.0,1.337,1
1,28873.43,74,1.0,1.0,1.0,14,1.25529242,1.0,1.337,1
1,23234.15,185,2.0,2.0,2.0,12,6.226469052,2.0,1500.0,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,7199.33,413,1.0,1.0,1.0,439,179.0779,1.0,1e-12,1
301,214472.72,76,57.0,20.0,17.0,77,0.456360644,17.0,3470.383789,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,1451.25,74,1.0,1.0,1.0,22,22.71273934,1.0,1.337,1
1,376.58,74,1.0,1.0,1.0,2,0.2,1.0,13.37,1
270,3634.07,413,1.0,1.0,1.0,28,19.94002575,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
154,571557.68,185,11.0,7.0,10.0,104,86.01082349,10.0,1969.153252,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,0.0,413,1.0,1.0,1.0,1,0.4,1.0,1e-12,1
1,117151.62,436,3.0,3.0,3.0,5,1.902199485,3.0,311.1916233,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,7720.47,413,1.0,1.0,1.0,3,1.58870958,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
263,79890.15,401,3.0,1.0,1.0,18,1.409799173,1.0,2.58e-08,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,7884.8,74,1.0,1.0,1.0,8,4.09362874,1.0,1.337,1
1,7397.8,74,1.0,1.0,1.0,4,0.2,1.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
1,52377.8,185,2.0,2.0,2.0,29,20.19961166,2.0,1500.0,1
1,6771.82,206,86.0,65.0,76.0,15,22.48649325,78.0,173.556,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,5.28,413,1.0,1.0,1.0,2,0.499034,1.0,1e-12,1
270,90490.12,413,1.0,1.0,1.0,2,0.11287304,1.0,1e-12,1
1,0.0,179,3.0,3.0,3.0,0,0.0,3.0,3e-14,1
270,129727.1,413,1.0,1.0,1.0,6,0.01226957,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,2283.32,74,1.0,1.0,1.0,3,2.989601,1.0,13.37,1
1,87573.27,74,1.0,1.0,1.0,2,0.01,1.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,51988.15,257,2.0,2.0,2.0,9,4.24436019,2.0,2.048497136,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,1590.58,74,1.0,1.0,1.0,5,1.099001,1.0,13.37,1
1,35840.87,74,1.0,1.0,1.0,17,5.276594112,1.0,1.337,1
1,265139.1,450,1.0,1.0,1.0,13,17.79165055,1.0,100.0,1
1,5770.12,80,1.0,1.0,1.0,34,13.65319388,1.0,17109.0,1
1,72931.73,74,1.0,1.0,1.0,2,0.55491869,1.0,1.337,1
1,14852.18,74,1.0,1.0,1.0,25,48.31547245,1.0,1.337,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,16906.57,416,1.0,1.0,1.0,2,0.3001,1.0,6.002,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,6680.95,74,1.0,1.0,1.0,7,4.01777428,1.0,1.337,1
1,28440.57,74,1.0,1.0,1.0,7,4.045874,1.0,13.37,1
1,4308.55,74,1.0,1.0,1.0,28,31.90275205,1.0,1.337,1
1,13564.22,74,1.0,1.0,1.0,6,3.50005037,1.0,13.37,1
1,22984.77,430,1.0,1.0,1.0,6,0.615475,1.0,1.0,1
270,11431.97,413,1.0,1.0,1.0,15,7.89678839,1.0,1e-12,1
1,403543.47,155,5.0,4.0,5.0,19,32.86657056,5.0,100.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,13183.12,74,1.0,1.0,1.0,2,0.64,1.0,1.337,1
1,247745.63,194,4.0,3.0,4.0,33,38.53732399,4.0,1.337,1
263,141592.17,401,222.0,88.0,69.0,181,120.9362285,69.0,359533.0753,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
98,565.8,74,3.0,2.0,2.0,3,0.58684236,2.0,54.30196,1
1,33475.32,194,1.0,1.0,1.0,16,12.50238354,1.0,1.2e-13,1
1,3895.85,450,1.0,1.0,1.0,3,0.507,1.0,100.0,1
294,35491.88,74,2.0,1.0,1.0,3,1.79619682,1.0,13.37,1
1,15457.23,257,1.0,1.0,1.0,13,13.6874587,1.0,2.147329183,1
1,313026.68,90,7.0,7.0,7.0,359,574.9047121,7.0,41247.29108,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,40.28,413,1.0,1.0,1.0,2,2.0,1.0,1e-12,1
1,206037.05,74,2.0,2.0,2.0,6,4.02265221,2.0,1.337,1
133,41835.18,214,24.0,3.0,12.0,24,149.273246,12.0,46143.32711,1
1,22508.33,194,2.0,2.0,2.0,28,15.09497769,2.0,1.337,1
1,70708.35,74,1.0,1.0,1.0,15,2.00066502,1.0,1.337,1
294,71879.33,1,1.0,0.0,0.0,12,0.35,0.0,0.0,1
270,4714.13,413,1.0,1.0,1.0,4,2.6,1.0,1e-12,1
270,5384.82,413,1.0,1.0,1.0,6,5.47557595,1.0,1e-12,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
270,8370.82,413,1.0,1.0,1.0,3,0.02071068,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,12716.13,74,1.0,1.0,1.0,4,11.7,1.0,13.37,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,23806.65,74,1.0,1.0,1.0,28,22.36484427,1.0,1.337,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,0.0,226,36.0,30.0,35.0,1,10000.0,35.0,40022.32594,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
1,22577.05,74,1.0,1.0,1.0,13,22.9331303,1.0,1.337,1
1,653.87,119,1.0,1.0,1.0,3,2.08410367,1.0,0.220623526,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,13.37,1
294,310397.0,74,2.0,1.0,1.0,32,202.1169586,1.0,13.37,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
270,2242.45,413,1.0,1.0,1.0,2,0.4085154,1.0,1e-12,1
263,124845.47,401,195.0,73.0,53.0,143,223.2037341,53.0,488184.9615,1
1,1082.45,74,1.0,1.0,1.0,25,22.057,1.0,1.337,1
1,0.0,74,1.0,1.0,1.0,0,0.0,1.0,1.337,1
1,44349.57,194,3.0,3.0,3.0,16,22.53985561,3.0,13.37,1
270,0.0,413,1.0,1.0,1.0,0,0.0,1.0,1e-12,1
